Where papers came from,Papers,Paper_Name_Short,Was the landscape surrounding each field quantitatively measured at a spatial scale ? 500 m around the crop? (yes or no),Does the study consist of at least five crop fields that are at least 1 km apart from each other (yes or no),Are statistics reported as the univariate (or partial contribution) relationship between landscape composition and vector or vector-borne pathogen response? (yes or no),Was the vector-borne pathogen data collected from the crop?,Include for meta-analysis? (yes or no),"Location (state, country, region). List which one is provided",Croppping system,vector_or_pathogen_mod,"Vector or pathogen group (e.g.,  aphid, virus)",measurement of vector or pathogen (be consistent in naming),measurement_mod,"Grouping or individual vectors or pathogens used for analysis (list species if individual, provide description of group if grouped)",Specialist or generalist,Specialist_generalist_both_mod,Landscape category (original),Landscape_category_mod,Additonal information (not already listed) on why mutiple values (rows) are reported for the same spatial scale and landscape feature,Mode_of_pathogen_transmission,Spatial_scale_m_mod,Source in paper,Sample_size,P value,P_value_adj_1,Test statistic (type),Test statistic (raw),Test statisitc (raw sign edited for analysis),t_z_f_x2,r,AIC,Make note if the relationship was posititve (1) or negative (-1) (for future analysis/conversion),yi_from_ti_ri_pi_1,vi_from_ti_ri_pi_1
known papers from before conducting meta-analysis,"Clemente-Orta, G., Madeira, F., Batuecas, I., Sossai, S., Juárez-Escario, A., & Albajes, R. (2020). Changes in landscape composition influence the abundance of insects on maize: The role of fruit orchards and alfalfa crops. Agriculture, Ecosystems and Environment, 291(May 2019), 106805. https://doi.org/10.1016/j.agee.2019.106805",Clemente_orta_et_al_2020b,yes,yes,yes,NA,yes,Spain,corn,vector,thrips,abundance,abundance,Frankliniella occidentalis,generalist,generalist,winter cereals - fallow,Non-crop,summer,,500,Table 3,52,0.044,0.044,z,2.01,-2.01,-2.01,,,-1,-0.280561684,0.020408163
known papers from before conducting meta-analysis,"Clemente-Orta, G., Madeira, F., Batuecas, I., Sossai, S., Juárez-Escario, A., & Albajes, R. (2020). Changes in landscape composition influence the abundance of insects on maize: The role of fruit orchards and alfalfa crops. Agriculture, Ecosystems and Environment, 291(May 2019), 106805. https://doi.org/10.1016/j.agee.2019.106805",Clemente_orta_et_al_2020b,yes,yes,yes,NA,yes,Spain,corn,vector,thrips,abundance,abundance,Thripidae,Likely both - species not specified,both,alfalfa,Crop,spring,,500,Table 3,52,0.011,0.011,z,2.56,2.56,2.56,,,1,0.354562867,0.020408163
known papers from before conducting meta-analysis,"Clemente-Orta, G., Madeira, F., Batuecas, I., Sossai, S., Juárez-Escario, A., & Albajes, R. (2020). Changes in landscape composition influence the abundance of insects on maize: The role of fruit orchards and alfalfa crops. Agriculture, Ecosystems and Environment, 291(May 2019), 106805. https://doi.org/10.1016/j.agee.2019.106805",Clemente_orta_et_al_2020b,yes,yes,yes,NA,yes,Spain,corn,vector,thrips,abundance,abundance,Thripidae,Likely both - species not specified,both,alfalfa,Crop,summer,,500,Table 3,52,0.018,0.018,z,2.35,2.35,2.35,,,1,0.326507829,0.020408163
known papers from before conducting meta-analysis,"Clemente-Orta, G., Madeira, F., Batuecas, I., Sossai, S., Juárez-Escario, A., & Albajes, R. (2020). Changes in landscape composition influence the abundance of insects on maize: The role of fruit orchards and alfalfa crops. Agriculture, Ecosystems and Environment, 291(May 2019), 106805. https://doi.org/10.1016/j.agee.2019.106805",Clemente_orta_et_al_2020b,yes,yes,yes,NA,yes,Spain,corn,vector,thrips,abundance,abundance,Thripidae,Likely both - species not specified,both,winter cereals - fallow,Non-crop,summer,,500,Table 3,52,0.006,0.006,z,2.73,-2.73,-2.73,,,-1,-0.377080402,0.020408163
known papers from before conducting meta-analysis,"Clemente-Orta, G., Madeira, F., Batuecas, I., Sossai, S., Juárez-Escario, A., & Albajes, R. (2020). Changes in landscape composition influence the abundance of insects on maize: The role of fruit orchards and alfalfa crops. Agriculture, Ecosystems and Environment, 291(May 2019), 106805. https://doi.org/10.1016/j.agee.2019.106805",Clemente_orta_et_al_2020b,yes,yes,yes,NA,yes,Spain,corn,vector,leafhopper,abundance,abundance,Empoasca vitis ,generalist,generalist,non-crop,Crop,spring,,500,Table 3,52,0.009,0.009,z,2.59,2.59,2.59,,,1,0.3585494,0.020408163
known papers from before conducting meta-analysis,"Clemente-Orta, G., Madeira, F., Batuecas, I., Sossai, S., Juárez-Escario, A., & Albajes, R. (2020). Changes in landscape composition influence the abundance of insects on maize: The role of fruit orchards and alfalfa crops. Agriculture, Ecosystems and Environment, 291(May 2019), 106805. https://doi.org/10.1016/j.agee.2019.106805",Clemente_orta_et_al_2020b,yes,yes,yes,NA,yes,Spain,corn,vector,planthopper,abundance,abundance,Laodelphax striatellus,generalist,generalist,non-crop,Crop,summer,,500,Table 3,52,0.026,0.026,z,2.22,-2.22,-2.22,,,-1,-0.30901394,0.020408163
known papers from before conducting meta-analysis,"Clemente-Orta, G., Madeira, F., Batuecas, I., Sossai, S., Juárez-Escario, A., & Albajes, R. (2020). Changes in landscape composition influence the abundance of insects on maize: The role of fruit orchards and alfalfa crops. Agriculture, Ecosystems and Environment, 291(May 2019), 106805. https://doi.org/10.1016/j.agee.2019.106805",Clemente_orta_et_al_2020b,yes,yes,yes,NA,yes,Spain,corn,vector,planthopper,abundance,abundance,Laodelphax striatellus,generalist,generalist,summer cereals,Crop,summer,,500,Table 3,52,0.012,0.012,z,2.51,-2.51,-2.51,,,-1,-0.347906627,0.020408163
known papers from before conducting meta-analysis,"Clemente-Orta, G., Madeira, F., Batuecas, I., Sossai, S., Juárez-Escario, A., & Albajes, R. (2020). Changes in landscape composition influence the abundance of insects on maize: The role of fruit orchards and alfalfa crops. Agriculture, Ecosystems and Environment, 291(May 2019), 106805. https://doi.org/10.1016/j.agee.2019.106805",Clemente_orta_et_al_2020b,yes,yes,yes,NA,yes,Spain,corn,vector,planthopper,abundance,abundance,Laodelphax striatellus,generalist,generalist,orchards,Crop,summer,,500,Table 3,52,0.039,0.039,z,2.06,2.06,2.06,,,1,0.287356932,0.020408163
known papers from before conducting meta-analysis,"Clemente-Orta, G., Madeira, F., Batuecas, I., Sossai, S., Juárez-Escario, A., & Albajes, R. (2020). Changes in landscape composition influence the abundance of insects on maize: The role of fruit orchards and alfalfa crops. Agriculture, Ecosystems and Environment, 291(May 2019), 106805. https://doi.org/10.1016/j.agee.2019.106805",Clemente_orta_et_al_2020b,yes,yes,yes,NA,yes,Spain,corn,vector,aphid,abundance,abundance,Aphididae,Likely both - species not specified,both,alfalfa,Crop,summer,,500,Table 3,52,0.05,0.05,z,1.96,1.96,1.96,,,1,0.273753787,0.020408163
known papers from before conducting meta-analysis,"Adhikari, S., Seamon, E., Wu, Y., Sadeghi, S. E., & Eigenbrode, S. D. (2022). Do invasive and naturalized aphid pest populations respond differently to climatic and landscape factors? Journal of Economic Entomology, 115(5), 1320–1330. https://doi.org/10.1093/jee/toac044",Adhikari_et_al_2022,yes,yes,yes,NA,yes,"northern Idaho, northeastern Oregon, and eastern and central Washington), USA",winter wheat,vector,aphid,abundance,abundance,Metopolophium festucae cerealium,specialist,specialist,wheat,Crop,,,1220,table 1,141,0.21,0.21,t,1.56,1.56,1.56,,,1,0.131934383,0.007246377
known papers from before conducting meta-analysis,"Adhikari, S., Seamon, E., Wu, Y., Sadeghi, S. E., & Eigenbrode, S. D. (2022). Do invasive and naturalized aphid pest populations respond differently to climatic and landscape factors? Journal of Economic Entomology, 115(5), 1320–1330. https://doi.org/10.1093/jee/toac044",Adhikari_et_al_2022,yes,yes,yes,NA,yes,"northern Idaho, northeastern Oregon, and eastern and central Washington), USA",winter wheat,vector,aphid,abundance,abundance,Metopolophium dirhodum,specialist,specialist,wheat,Crop,,,1220,table 1,141,0.25,0.25,t,1.15,1.15,1.15,,,1,0.09738771,0.007246377
known papers from before conducting meta-analysis,"Adhikari, S., Seamon, E., Wu, Y., Sadeghi, S. E., & Eigenbrode, S. D. (2022). Do invasive and naturalized aphid pest populations respond differently to climatic and landscape factors? Journal of Economic Entomology, 115(5), 1320–1330. https://doi.org/10.1093/jee/toac044",Adhikari_et_al_2022,yes,yes,yes,NA,yes,"northern Idaho, northeastern Oregon, and eastern and central Washington), USA",winter wheat,vector,aphid,abundance,abundance,Sitobian avenae,specialist,specialist,wheat,Crop,,,1220,table 1,141,0.004,0.004,t,2.97,2.97,2.97,,,1,0.249321065,0.007246377
known papers from before conducting meta-analysis,"Adhikari, S., Seamon, E., Wu, Y., Sadeghi, S. E., & Eigenbrode, S. D. (2022). Do invasive and naturalized aphid pest populations respond differently to climatic and landscape factors? Journal of Economic Entomology, 115(5), 1320–1330. https://doi.org/10.1093/jee/toac044",Adhikari_et_al_2022,yes,yes,yes,NA,yes,"northern Idaho, northeastern Oregon, and eastern and central Washington), USA",winter wheat,vector,aphid,abundance,abundance,Metopolophium festucae cerealium,specialist,specialist,landscape diversity,Diversity,,,1220,table 1,141,0.524,0.524,t,-0.64,0.64,0.64,,,1,0.054257466,0.007246377
known papers from before conducting meta-analysis,"Adhikari, S., Seamon, E., Wu, Y., Sadeghi, S. E., & Eigenbrode, S. D. (2022). Do invasive and naturalized aphid pest populations respond differently to climatic and landscape factors? Journal of Economic Entomology, 115(5), 1320–1330. https://doi.org/10.1093/jee/toac044",Adhikari_et_al_2022,yes,yes,yes,NA,yes,"northern Idaho, northeastern Oregon, and eastern and central Washington), USA",winter wheat,vector,aphid,abundance,abundance,Metopolophium dirhodum,specialist,specialist,landscape diversity,Diversity,,,1220,table 1,141,0.462,0.462,t,-0.74,0.74,0.74,,,1,0.062724842,0.007246377
known papers from before conducting meta-analysis,"Adhikari, S., Seamon, E., Wu, Y., Sadeghi, S. E., & Eigenbrode, S. D. (2022). Do invasive and naturalized aphid pest populations respond differently to climatic and landscape factors? Journal of Economic Entomology, 115(5), 1320–1330. https://doi.org/10.1093/jee/toac044",Adhikari_et_al_2022,yes,yes,yes,NA,yes,"northern Idaho, northeastern Oregon, and eastern and central Washington), USA",winter wheat,vector,aphid,abundance,abundance,Sitobian avenae,specialist,specialist,landscape diversity,Diversity,,,1220,table 1,141,0.968,0.968,t,-0.04,0.04,0.04,,,1,0.003392749,0.007246377
known papers from before conducting meta-analysis,"Adhikari, S., Seamon, E., Wu, Y., Sadeghi, S. E., & Eigenbrode, S. D. (2022). Do invasive and naturalized aphid pest populations respond differently to climatic and landscape factors? Journal of Economic Entomology, 115(5), 1320–1330. https://doi.org/10.1093/jee/toac044",Adhikari_et_al_2022,yes,yes,yes,NA,yes,"northern Idaho, northeastern Oregon, and eastern and central Washington), USA",winter wheat,vector,aphid,abundance,abundance,multiple species - not specified,Likely both - species not specified,both,wheat,Crop,,,1220,table 2,141,0.014,0.014,t,2.5,2.5,2.5,,,1,0.210489468,0.007246377
known papers from before conducting meta-analysis,"Adhikari, S., Seamon, E., Wu, Y., Sadeghi, S. E., & Eigenbrode, S. D. (2022). Do invasive and naturalized aphid pest populations respond differently to climatic and landscape factors? Journal of Economic Entomology, 115(5), 1320–1330. https://doi.org/10.1093/jee/toac044",Adhikari_et_al_2022,yes,yes,yes,NA,yes,"northern Idaho, northeastern Oregon, and eastern and central Washington), USA",winter wheat,vector,aphid,richness,diversity,multiple species - not specified,Likely both - species not specified,both,wheat,Crop,,,1220,table 2,141,0.388,0.388,t,0.87,0.87,0.87,,,1,0.07372563,0.007246377
known papers from before conducting meta-analysis,"Adhikari, S., Seamon, E., Wu, Y., Sadeghi, S. E., & Eigenbrode, S. D. (2022). Do invasive and naturalized aphid pest populations respond differently to climatic and landscape factors? Journal of Economic Entomology, 115(5), 1320–1330. https://doi.org/10.1093/jee/toac044",Adhikari_et_al_2022,yes,yes,yes,NA,yes,"northern Idaho, northeastern Oregon, and eastern and central Washington), USA",winter wheat,vector,aphid,diversity,diversity,multiple species - not specified,Likely both - species not specified,both,wheat,Crop,,,1220,table 2,141,0.66,0.66,t,-0.44,-0.44,-0.44,,,-1,-0.037311655,0.007246377
known papers from before conducting meta-analysis,"Adhikari, S., Seamon, E., Wu, Y., Sadeghi, S. E., & Eigenbrode, S. D. (2022). Do invasive and naturalized aphid pest populations respond differently to climatic and landscape factors? Journal of Economic Entomology, 115(5), 1320–1330. https://doi.org/10.1093/jee/toac044",Adhikari_et_al_2022,yes,yes,yes,NA,yes,"northern Idaho, northeastern Oregon, and eastern and central Washington), USA",winter wheat,vector,aphid,abundance,abundance,multiple species - not specified,Likely both - species not specified,both,landscape diversity,Diversity,,,1220,table 2,141,0.765,0.765,t,-0.3,0.3,0.3,,,1,0.025442923,0.007246377
known papers from before conducting meta-analysis,"Adhikari, S., Seamon, E., Wu, Y., Sadeghi, S. E., & Eigenbrode, S. D. (2022). Do invasive and naturalized aphid pest populations respond differently to climatic and landscape factors? Journal of Economic Entomology, 115(5), 1320–1330. https://doi.org/10.1093/jee/toac044",Adhikari_et_al_2022,yes,yes,yes,NA,yes,"northern Idaho, northeastern Oregon, and eastern and central Washington), USA",winter wheat,vector,aphid,richness,diversity,multiple species - not specified,Likely both - species not specified,both,landscape diversity,Diversity,,,1220,table 2,141,0.159,0.159,t,-1.42,-1.42,-1.42,,,-1,-0.120153513,0.007246377
known papers from before conducting meta-analysis,"Adhikari, S., Seamon, E., Wu, Y., Sadeghi, S. E., & Eigenbrode, S. D. (2022). Do invasive and naturalized aphid pest populations respond differently to climatic and landscape factors? Journal of Economic Entomology, 115(5), 1320–1330. https://doi.org/10.1093/jee/toac044",Adhikari_et_al_2022,yes,yes,yes,NA,yes,"northern Idaho, northeastern Oregon, and eastern and central Washington), USA",winter wheat,vector,aphid,diversity,diversity,multiple species - not specified,Likely both - species not specified,both,landscape diversity,Diversity,,,1220,table 2,141,0.847,0.847,t,0.19,0.19,0.19,,,1,0.016114892,0.007246377
known papers from before conducting meta-analysis,"Alignier, A., Raymond, L., Deconchat, M., Menozzi, P., Monteil, C., Sarthou, J. P., … Ouin, A. (2014). The effect of semi-natural habitats on aphids and their natural enemies across spatial and temporal scales. Biological Control, 77, 76–82. https://doi.org/10.1016/j.biocontrol.2014.06.006",Aligner_et_al_2014,yes,yes,yes,NA,yes,France,winter wheat,vector,aphid,abundance,abundance,"Aphids counted on wheat. These thre species are mentioned as being doinate in the area, but ti does not appear that species were identified - Sitobion avenae, Metopolophium dirhodum and Rhopalosiphum padi",specialist,specialist,grassland,Natural habitat,early spring,,500,table 2,26,< 0.01,0.01,,,,,,,-1,0.543732128,0.043478261
known papers from before conducting meta-analysis,"Alignier, A., Raymond, L., Deconchat, M., Menozzi, P., Monteil, C., Sarthou, J. P., … Ouin, A. (2014). The effect of semi-natural habitats on aphids and their natural enemies across spatial and temporal scales. Biological Control, 77, 76–82. https://doi.org/10.1016/j.biocontrol.2014.06.006",Aligner_et_al_2014,yes,yes,yes,NA,yes,France,winter wheat,vector,aphid,abundance,abundance,"Aphids counted on wheat. These thre species are mentioned as being doinate in the area, but ti does not appear that species were identified - Sitobion avenae, Metopolophium dirhodum and Rhopalosiphum padi",specialist,specialist,wood,Natural habitat,early spring,,500,table 2,26,< 0.05,0.05,,,,,,,-1,0.4097307,0.043478261
known papers from before conducting meta-analysis,"Alignier, A., Raymond, L., Deconchat, M., Menozzi, P., Monteil, C., Sarthou, J. P., … Ouin, A. (2014). The effect of semi-natural habitats on aphids and their natural enemies across spatial and temporal scales. Biological Control, 77, 76–82. https://doi.org/10.1016/j.biocontrol.2014.06.006",Aligner_et_al_2014,yes,yes,yes,NA,yes,France,winter wheat,vector,aphid,abundance,abundance,"Aphids counted on wheat. These thre species are mentioned as being doinate in the area, but ti does not appear that species were identified - Sitobion avenae, Metopolophium dirhodum and Rhopalosiphum padi",specialist,specialist,hedge,Natural habitat,early spring,,500,table 2,26,< 0.01,0.01,,,,,,,-1,0.543732128,0.043478261
known papers from before conducting meta-analysis,"Alignier, A., Raymond, L., Deconchat, M., Menozzi, P., Monteil, C., Sarthou, J. P., … Ouin, A. (2014). The effect of semi-natural habitats on aphids and their natural enemies across spatial and temporal scales. Biological Control, 77, 76–82. https://doi.org/10.1016/j.biocontrol.2014.06.006",Aligner_et_al_2014,yes,yes,yes,NA,yes,France,winter wheat,vector,aphid,abundance,abundance,"Aphids counted on wheat. These thre species are mentioned as being doinate in the area, but ti does not appear that species were identified - Sitobion avenae, Metopolophium dirhodum and Rhopalosiphum padi",specialist,specialist,grassland,Natural habitat,early spring,,1200,table 2,26,< 0.01,0.01,,,,,,,-1,0.543732128,0.043478261
known papers from before conducting meta-analysis,"Alignier, A., Raymond, L., Deconchat, M., Menozzi, P., Monteil, C., Sarthou, J. P., … Ouin, A. (2014). The effect of semi-natural habitats on aphids and their natural enemies across spatial and temporal scales. Biological Control, 77, 76–82. https://doi.org/10.1016/j.biocontrol.2014.06.006",Aligner_et_al_2014,yes,yes,yes,NA,yes,France,winter wheat,vector,aphid,abundance,abundance,"Aphids counted on wheat. These thre species are mentioned as being doinate in the area, but ti does not appear that species were identified - Sitobion avenae, Metopolophium dirhodum and Rhopalosiphum padi",specialist,specialist,wood,Natural habitat,early spring,,1200,table 2,26,< 0.05,0.05,,,,,,,-1,0.4097307,0.043478261
known papers from before conducting meta-analysis,"Alignier, A., Raymond, L., Deconchat, M., Menozzi, P., Monteil, C., Sarthou, J. P., … Ouin, A. (2014). The effect of semi-natural habitats on aphids and their natural enemies across spatial and temporal scales. Biological Control, 77, 76–82. https://doi.org/10.1016/j.biocontrol.2014.06.006",Aligner_et_al_2014,yes,yes,yes,NA,yes,France,winter wheat,vector,aphid,abundance,abundance,"Aphids counted on wheat. These thre species are mentioned as being doinate in the area, but ti does not appear that species were identified - Sitobion avenae, Metopolophium dirhodum and Rhopalosiphum padi",specialist,specialist,hedge,Natural habitat,early spring,,1200,table 2,26,< 0.01,0.01,,,,,,,-1,0.543732128,0.043478261
known papers from before conducting meta-analysis,"Alignier, A., Raymond, L., Deconchat, M., Menozzi, P., Monteil, C., Sarthou, J. P., … Ouin, A. (2014). The effect of semi-natural habitats on aphids and their natural enemies across spatial and temporal scales. Biological Control, 77, 76–82. https://doi.org/10.1016/j.biocontrol.2014.06.006",Aligner_et_al_2014,yes,yes,yes,NA,yes,France,winter wheat,vector,aphid,abundance,abundance,"Aphids counted on wheat. These thre species are mentioned as being doinate in the area, but ti does not appear that species were identified - Sitobion avenae, Metopolophium dirhodum and Rhopalosiphum padi",specialist,specialist,grassland,Natural habitat,late spring,,500,table 2,26,< 0.01,0.01,,,,,,,-1,0.543732128,0.043478261
known papers from before conducting meta-analysis,"Alignier, A., Raymond, L., Deconchat, M., Menozzi, P., Monteil, C., Sarthou, J. P., … Ouin, A. (2014). The effect of semi-natural habitats on aphids and their natural enemies across spatial and temporal scales. Biological Control, 77, 76–82. https://doi.org/10.1016/j.biocontrol.2014.06.006",Aligner_et_al_2014,yes,yes,yes,NA,yes,France,winter wheat,vector,aphid,abundance,abundance,"Aphids counted on wheat. These thre species are mentioned as being doinate in the area, but ti does not appear that species were identified - Sitobion avenae, Metopolophium dirhodum and Rhopalosiphum padi",specialist,specialist,wood,Natural habitat,late spring,,500,table 2,26,< 0.1,0.1,,,,,,,-1,0.342496908,0.043478261
known papers from before conducting meta-analysis,"Alignier, A., Raymond, L., Deconchat, M., Menozzi, P., Monteil, C., Sarthou, J. P., … Ouin, A. (2014). The effect of semi-natural habitats on aphids and their natural enemies across spatial and temporal scales. Biological Control, 77, 76–82. https://doi.org/10.1016/j.biocontrol.2014.06.006",Aligner_et_al_2014,yes,yes,yes,NA,yes,France,winter wheat,vector,aphid,abundance,abundance,"Aphids counted on wheat. These thre species are mentioned as being doinate in the area, but ti does not appear that species were identified - Sitobion avenae, Metopolophium dirhodum and Rhopalosiphum padi",specialist,specialist,hedge,Natural habitat,late spring,,500,table 2,26,< 0.01,0.01,,,,,,,-1,0.543732128,0.043478261
known papers from before conducting meta-analysis,"Alignier, A., Raymond, L., Deconchat, M., Menozzi, P., Monteil, C., Sarthou, J. P., … Ouin, A. (2014). The effect of semi-natural habitats on aphids and their natural enemies across spatial and temporal scales. Biological Control, 77, 76–82. https://doi.org/10.1016/j.biocontrol.2014.06.006",Aligner_et_al_2014,yes,yes,yes,NA,yes,France,winter wheat,vector,aphid,abundance,abundance,"Aphids counted on wheat. These thre species are mentioned as being doinate in the area, but ti does not appear that species were identified - Sitobion avenae, Metopolophium dirhodum and Rhopalosiphum padi",specialist,specialist,grassland,Natural habitat,late spring,,1200,table 2,26,< 0.01,0.01,,,,,,,-1,0.543732128,0.043478261
known papers from before conducting meta-analysis,"Alignier, A., Raymond, L., Deconchat, M., Menozzi, P., Monteil, C., Sarthou, J. P., … Ouin, A. (2014). The effect of semi-natural habitats on aphids and their natural enemies across spatial and temporal scales. Biological Control, 77, 76–82. https://doi.org/10.1016/j.biocontrol.2014.06.006",Aligner_et_al_2014,yes,yes,yes,NA,yes,France,winter wheat,vector,aphid,abundance,abundance,"Aphids counted on wheat. These thre species are mentioned as being doinate in the area, but ti does not appear that species were identified - Sitobion avenae, Metopolophium dirhodum and Rhopalosiphum padi",specialist,specialist,wood,Natural habitat,late spring,,1200,table 2,26,< 0.01,0.01,,,,,,,1,0.543732128,0.043478261
known papers from before conducting meta-analysis,"Alignier, A., Raymond, L., Deconchat, M., Menozzi, P., Monteil, C., Sarthou, J. P., … Ouin, A. (2014). The effect of semi-natural habitats on aphids and their natural enemies across spatial and temporal scales. Biological Control, 77, 76–82. https://doi.org/10.1016/j.biocontrol.2014.06.006",Aligner_et_al_2014,yes,yes,yes,NA,yes,France,winter wheat,vector,aphid,abundance,abundance,"Aphids counted on wheat. These thre species are mentioned as being doinate in the area, but ti does not appear that species were identified - Sitobion avenae, Metopolophium dirhodum and Rhopalosiphum padi",specialist,specialist,hedge,Natural habitat,late spring,,1200,table 2,26,< 0.01,0.01,,,,,,,-1,0.543732128,0.043478261
known papers from before conducting meta-analysis,"Serée, L., Chiron, F., Valantin-Morison, M., Barbottin, A., & Gardarin, A. (2022). Flower strips, crop management and landscape composition effects on two aphid species and their natural enemies in faba bean. Agriculture, Ecosystems and Environment, 331(February). https://doi.org/10.1016/j.agee.2022.107902",Seree_et_al_2022,yes,yes,yes,NA,yes,France,fabae bean,vector,aphid,abundance,abundance,Aphis fabae,specialist,specialist,organic fields,Crop,,,500,table 2,31,0.87,0.87,z,0.16,0.16,0.16,,,1,0.029706885,0.035714286
known papers from before conducting meta-analysis,"Serée, L., Chiron, F., Valantin-Morison, M., Barbottin, A., & Gardarin, A. (2022). Flower strips, crop management and landscape composition effects on two aphid species and their natural enemies in faba bean. Agriculture, Ecosystems and Environment, 331(February). https://doi.org/10.1016/j.agee.2022.107902",Seree_et_al_2022,yes,yes,yes,NA,yes,France,fabae bean,vector,aphid,abundance,abundance,Aphis fabae,specialist,specialist,semi natural habitat,Natural habitat,,,500,table 2,31,0.967,0.967,z,0.04,-0.04,-0.04,,,-1,-0.007427745,0.035714286
known papers from before conducting meta-analysis,"Serée, L., Chiron, F., Valantin-Morison, M., Barbottin, A., & Gardarin, A. (2022). Flower strips, crop management and landscape composition effects on two aphid species and their natural enemies in faba bean. Agriculture, Ecosystems and Environment, 331(February). https://doi.org/10.1016/j.agee.2022.107902",Seree_et_al_2022,yes,yes,yes,NA,yes,France,fabae bean,vector,aphid,abundance,abundance,Acyrthosiphon pisum,generalist,generalist,organic fields,Crop,,,500,table 2,31,0.005,0.005,z,2.83,2.83,2.83,,,1,0.5039184,0.035714286
known papers from before conducting meta-analysis,"Serée, L., Chiron, F., Valantin-Morison, M., Barbottin, A., & Gardarin, A. (2022). Flower strips, crop management and landscape composition effects on two aphid species and their natural enemies in faba bean. Agriculture, Ecosystems and Environment, 331(February). https://doi.org/10.1016/j.agee.2022.107902",Seree_et_al_2022,yes,yes,yes,NA,yes,France,fabae bean,vector,aphid,abundance,abundance,Acyrthosiphon pisum,generalist,generalist,semi natural habitat,Natural habitat,,,500,table 2,31,0.934,0.934,z,0.08,0.08,0.08,,,1,0.014855081,0.035714286
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,"Rhopalosiphum padi, Sitobion avenae, Schizaphis graminum",specialist,specialist,"dwellings (i.e., roads and dwellings)",Non-crop,total aphids,,500,table 1,48,0.048,0.048,z,1.98,1.98,1.98,,,1,0.287939733,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,"Rhopalosiphum padi, Sitobion avenae, Schizaphis graminum",specialist,specialist,fallow,Non-crop,total aphids,,500,table 1,48,0.015,0.015,z,2.43,2.43,2.43,,,1,0.351030283,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,"Rhopalosiphum padi, Sitobion avenae, Schizaphis graminum",specialist,specialist,water,Non-crop,total aphids,,500,table 1,48,0.015,0.015,z,2.45,2.45,2.45,,,1,0.353805021,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,"Rhopalosiphum padi, Sitobion avenae, Schizaphis graminum",specialist,specialist,"dwellings( i.e., roads and dwellings)",Non-crop,total aphids,,1000,table 1,48,0.025,0.025,z,2.24,2.24,2.24,,,1,0.324542667,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,"Rhopalosiphum padi, Sitobion avenae, Schizaphis graminum",specialist,specialist,fallow,Non-crop,total aphids,,1000,table 1,48,0.012,0.012,z,2.52,2.52,2.52,,,1,0.363495936,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,"Rhopalosiphum padi, Sitobion avenae, Schizaphis graminum",specialist,specialist,"other crops (i.e., vegetables, greenhouse, fruit trees, pea, and maize)",Crop,total aphids,,1000,table 1,48,0.017,0.017,z,2.39,2.39,2.39,,,1,0.345473022,0.022222222
